CO_UNIDADE;NO_UNIDADE
3351;SALVADOR SHOPPING, BA
3352;CRUZEIRO DO OESTE, PR
3353;JUSTICA DO TRABALHO DE CAMBE, PR
3354;PREFEITURA MUNICIPAL DE ITUPEVA, SP
3356;MUTINGA, SP
3357;JUNDIAPEBA, SP
3358;RIO DO A, RJ
3359;RUA PAES LEME, SP
3360;CGU, DF
3361;JARDIM CACHOEIRA, SP
3362;PAICANDU, PR
3363;PREF MUN SAO JOSE DOS PINHAIS, PR
3364;ITAPOA, SC
3365;ALTO DO TATUAPE, SP
3366;CIDADE DE PINHEIROS, ES
3367;PREF MUN RIO BRANCO DO SUL, PR
3368;PONTE DOS CARVALHOS, PE
3369;CRISTALINA, GO
3370;PREFEITURA MUNICIPAL DE VITORIA, ES
3371;GRACIOSA, PR
3372;JUSTICA FEDERAL GARANHUNS, PE
3373;PREFEITURA MUNICIPAL IBATEGUARA, AL
3374;JEF SALVADOR, BA
3375;CIPO GUACU, SP
3376;SAO FRANCISCO DAS PEDRAS, MG
3377;SAO GONCALO DO RIO ABAIXO, MG
3378;CAPELINHA, MG
3379;SITIO CERCADO, PR
3380;AV COMENDADOR ALEXANDRINO GARCIA,MG
3381;CINCINATO BRAGA, SP                
3382;PILAR, PB
3383;LUCAS DO RIO VERDE, MT
3384;CAMPO VERDE, MT
3385;TOCANTINOPOLIS, TO
3386;JUSTICA FEDERAL DE ARAPIRACA, AL
3387;JARDIM DAS AMERICAS, PR
3388;PREFEITURA MUNICIPAL PIRAQUARA, PR
3389;DIRCEU ARCOVERDE, PI
3390;SARAPUI, RJ
3391;CAVALEIROS, RJ
3392;INGLESES, SC
3393;DEMARCHI, SP
3394;ESPLANADA, BA
3395;REMANSO, BA
3396;USP, SP
3397;BAIRRO FAZENDINHA, PR
3398;PARAIBUNA, MG
3399;PREF MUN PIRAPORA DO BOM JESUS, SP
3400;JOANOPOLIS, SP
3401;CARMO DO RIO CLARO, MG
3402;TRIUNFO, RS
3403;ITAPACI, GO
3404;AVENIDA UM, SP
3405;GOIANIRA, GO
3406;MESQUITA, RJ
3407;ABELARDO LUZ, SC
3408;PREFEITURA MUNICIPAL PACARAIMA, RR
3409;DIGITAL RIO DE JANEIRO NORTE, RJ
3411;TAIOBEIRAS, MG
3412;PREFEITURA MUNICIPAL DE MUTUM, MG
3413;SHOPPING PARALELA, BA
3414;BAIRRO ALTO, PR
3415;NOVA FORQUILHINHA, SC
3416;BRASILEIA, AC
3417;DIRETORIA DO FORO DE SAO PAULO, SP
3418;OLIVEIRA PAIVA, CE
3419;SUDOESTE GOIANO, GO
3420;MOJU, PA
3421;SAO LUIZ, RR
3422;ILHA DE ITAPARICA, BA
3423;PORTO ACRE, AC
3424;BUJARI, AC
3425;GUAPIACU, SP
3426;PREF MUNIC PARAISO DO NORTE, PR
3427;AGUAI, SP
3428;NOIVA DA COLINA, SP
3429;VALE DO GUAPORE, RO
3430;PORTO VELHO SHOPPING, RO
3431;ALTO ARAGUAIA, MT
3432;ALTA FLORESTA DO OESTE, RO
3433;GUARANTA DO NORTE, MT
3434;CANDEIAS DO JAMARI, RO
3435;JUINA, MT
3436;BARRAS, PI
3437;CONFRESA, MT
3438;NEROPOLIS, GO
3439;PONTES E LACERDA, MT
3440;CHAPADAO DO SUL, MS
3441;AMAMBAI, MS
3442;CAMPO NOVO PARECIS, MT
3443;TAUA, CE
3444;PLANALTINA DE GOIAS, GO
3445;CRISTAL, RS
3446;ELDORADO DO SUL, RS
3447;JARDIM PLANALTO, RS
3448;AV JOAO CORREA, RS
3449;FERRABRAZ, RS
3450;PARQUE DOS ANJOS, RS
3451;VALE DO SOL, RS
3452;MATHIAS VELHO, RS
3453;SERTORIO, RS
3454;SANTOS FERREIRA, RS
3455;AV JULIO DE CASTILHO, MS
3456;COLIDER, MT
3457;VILA SANTA ISABEL, RS
3458;JALAPAO, TO
3459;SERRA DO CARMO, TO
3460;INTERCAP, RS
3461;METROPOLITANA, RS
3462;VILLAS DO ATLANTICO, BA
3463;ITINGA, BA
3464;RIO LONTRA, TO
3465;MINACU, GO
3466;JOSE WALTER, CE
3467;PAULISTANA, PI
3468;MAUES, AM
3469;CHICO MENDES, AM
3470;SAO GONCALO DO AMARANTE, RN
3471;DIGITAL BAIXADA SANTISTA, SP
3472;PONTAL, SP
3473;ILHA SOLTEIRA, SP
3474;AV CASTRO ALVES, SP
3475;FREI GALVAO, SP
3476;ITUPEVA, SP
3477;PIRAJUI, SP
3478;TAQUARITUBA, SP
3479;SERRANA, SP
3480;LOMBA DO PINHEIRO, RS
3481;ABERTA DOS MORROS, RS
3482;LUIS DE CAMOES, RS
3483;APODI, RN
3484;ROSA E SILVA, PE
3485;SANTA LUZIA DO SABUGI, PB
3486;PADRE REUS, RS
3487;BAIRRO DE MANGABEIRA, PB
3488;MAG SHOPPING, PB
3489;CONCEICAO DE LINHARES, ES
3490;SETE COLINAS, PE
3491;CABROBO, PE
3492;PINHEIRO DO PARANA, PR
3493;ZILDA ARNS, PR
3494;AGUAS CLARAS, DF
3495;CIDADE DOS LAGOS, MA
3496;AVENIDA SIQUEIRA CAMPOS, SP
3497;CIDADE DE NOVA GRANADA, SP
3498;JARDIM ODETE, SP
3499;ITAVUVU, SP
3500;LAVAPES, SP
3501;MONTE APRAZIVEL, SP
3502;CIDADE PEROLA, SP
3503;ORQUIDEA DE SUMARE, SP
3504;RUA DO FICO, SP
3505;AVENIDA MIRASSOLANDIA, SP
3506;LUCAS GARCEZ, SP
3507;VILA FALCAO, SP
3508;IBOTIRAMA, BA
3509;AVENIDA IRAI, PR
3510;GUARAITUBA, PR
3511;CAMPINA GRANDE DO SUL, PR
3512;GUARATUBA, PR
3513;PARANOA, DF
3514;CATUAI SHOPPING LONDRINA, PR
3515;SUAPE, PE
3516;MACAUBAS, BA
3517;ESPERA FELIZ, MG
3518;CATOLE DO ROCHA, PB
3519;CHAPADINHA, MA
3520;NOSSA SENHORA DAS DORES, SE
3521;CAMBIRELA, SC
3522;BAIRRO FORQUILHINHA, SC
3523;CAMBORIU, SC
3524;CAMPECHE, SC
3525;POETA ZININHO, SC
3526;NEPOMUCENO, MG
3527;SAO JOAQUIM DE BICAS, MG
3528;CAMAMU, BA
3529;CAMACAN, BA
3530;UBAITABA, BA
3531;KAKOGAWA, PR
3532;NOSSA SENHORA DO SOCORRO, SE
3533;SAO JOAO BATISTA, SC
3534;GANDU, BA
3535;HORIZONTE, CE
3536;MONTE DAS TABOCAS, PE
3537;CONCEICAO DO ARAGUAIA, PA
3538;CONCEICAO DAS ALAGOAS, MG
3539;FERNAO DIAS, MG
3540;CAPITAL DO MILHO, MG
3541;TEOTONIO VILELA, AL
3542;MUCURI, BA
3543;BAIRRO BRASIL, BA
3544;MARAGOGI, AL
3545;ATALAIA, AL
3546;SANTA MARIA DA VITORIA, BA
3547;BOM CONSELHO, PE
3548;AV SETE DE SETEMBRO, PE
3549;MURICI, AL
3550;JUATUBA, MG
3551;MANEJO, RJ
3552;JOAO GUIMARAES ROSA, MG
3553;SINFRONIO BROCHADO, MG
3554;CIDADE DE CATANDUVAS, SC
3555;TAMARINDO, SC
3556;OLIVEIRA BELO, PR
3557;CAPAO RASO, PR
3558;NOVA VICOSA, BA
3559;CARACARAI, RR
3560;ITUBERA, BA
3561;NOVA COTIA, SP
3562;PIRENOPOLIS, GO
3563;URUCUI, PI
3564;BURITIS DE RONDONIA, RO
3565;DIGITAL VALE DO SINOS, RS
3566;SAO JOAO DOS PATOS, MA
3567;SETE DE SETEMBRO, RS
3568;AREIA BRANCA, RN
3569;QUARTA AVENIDA, SC
3570;MELICIO MACHADO, SE
3571;ITAPORANGA, PB
3572;DOM JOSE, CE
3573;SAO JOAO DA BARRA, RJ
3574;LARANJAL DO JARI, AP
3575;OURILANDIA DO NORTE, PA
3576;XINGUARA, PA
3577;PM NOVA BRASILANDIA DO OESTE, RO
3578;COARI, AM
3579;PARELHEIROS, SP
3580;PINHEIRO MACHADO, SP
3581;PRACA DA MOCA, SP
3582;PARADA DE TAIPAS, SP
3583;MONSENHOR PAULO, MG
3584;TOME-ACU, PA
3585;HOLANDESES, MA
3586;VELHO CHICO, BA
3587;PIRAJA, CE
3588;VILLE ROY, RR
3589;INTEGRACAO, AC
3590;LEOPOLDINENSE, RJ
3591;NOVA MARABA, PA
3592;EFAPI, SC
3593;EMPRESARIAL MANGABEIRAS, AL
3594;RAUL VEIGA, RJ
3595;ALEMAO, RJ
3596;APARECIDA DE GOIANIA, GO
3597;ESTACAO NOVA IGUACU, RJ
3598;SCHROEDER, SC
3600;BOSQUE DOS EUCALIPTOS, SP
3601;CABREUVA, SP
3602;DIGITAL PINHEIROS, SP
3603;DIGITAL NORTE GAUCHO, RS
3604;INDUSTRIAL MARACANAU, CE
3605;BAIRRO BOA VISTA, SP
3606;DIGITAL CO DE PERNAMBUCO, PE
3607;NOVA BRASILIA, RO
3608;DIGITAL OESTE DO PARANA, PR
3609;PREFEITURA MUN MUNIZ FREIRE, ES
3610;DIGITAL PENHA, SP
3611;PRESIDENTE JOSE ALENCAR, MG
3612;AGUAS FORMOSAS, MG
3613;RUA DE SANTANA, RJ
3614;CORDEIROS, SC
3615;RIBEIRAO DAS NEVES, MG
3616;ORIXIMINA, PA
3617;NOVA CAJAZEIRAS, BA
3618;SALVADOR NORTE SHOPPING, BA
3619;POMERANOS, ES
3620;ALEXANIA, GO
3621;CIDADE LIVRE, GO
3622;DIGITAL BELO HORIZONTE LESTE, MG
3623;DIGITAL CENTRO GAUCHO, RS
3624;DIGITAL DE NEGOCIOS H
3625;102 SUDOESTE, DF
3626;PORTAL DE SAO JOSE, PR
3627;CAPITAL DO BONE, PR
3628;DIGITAL DE NEGOCIOS G
3629;BRASIL SUL, GO
3630;TREVO, ES
3631;RUBIATABA, GO
3632;SALINOPOLIS, PA
3633;SAO SEBASTIAO DO PASSE, BA
3634;SERTANOPOLIS, PR
3635;PE VERMELHO, PR
3636;FAXINAL, PR
3637;PARQUE DE MARAPENDI, RJ
3638;CELINA PARK, GO
3639;ANICUNS, GO
3640;RUI BARBOSA, PR
3641;BALNEARIO MEIA PONTE, GO
3642;PARQUE AMAZONIA, GO
3643;MOZARLANDIA, GO
3644;RIACHAO DO JACUIPE, BA
3645;SUL MARANHENSE, MA
3646;ITAIOPOLIS, SC
3647;NOVA MUTUM, MT
3648;DIGITAL SERRA GAUCHA, RS
3649;RIO BRILHANTE, MS
3650;TOCANTINENSE, MG
3651;CAPINOPOLIS, MG
3652;DIGITAL NORTE SANTA CATARINA, SC
3653;ABADIA, MG
3654;IGARAPE, MG
3655;CONTESTADO, SC
3656;PREF MUNICIPAL JAGUARE, ES
3657;TERERE, MS
3658;JARDIM DOS ESTADOS, MS
3659;PRAIA DA COSTA, ES
3660;SANTA RITA DE BRUSQUE, SC
3662;VALE DO MUCURI, MG
3663;BARONESA, MG
3664;PRESIDENTE MEDICI, RO
3665;PRESIDENTE JK, MG
3666;JUARA, MT
3667;BOM PRINCIPIO, RS
3668;AREAL, RS
3669;GOETHE, RS
3670;COLMEIA DO TRABALHO, RS
3671;PERIMETRAL SUL, RS
3672;BOM JESUS DA SERRA, RS
3673;NOVA SAPUCAIA, RS
3674;OSVALDO ARANHA, RS
3676;QUEDAS DO IGUACU, PR
3677;ESPIGAO D OESTE, RO
3679;DIGITAL RIO DE JANEIRO SUL, RJ
3681;DIGITAL NORTE DE GOIAS, GO
3682;DIGITAL SE, SP
3684;SANTO AMARO DA IMPERATRIZ, SC
3685;DIGITAL SANTO AMARO, SP
3686;DIGITAL BELO HORIZONTE NORTE, MG
3687;DIGITAL JUNDIAI, SP
3688;DIGITAL SALVADOR, BA
3689;FLORESTAL, RS
3690;RIO GRAJAU, MA
3691;PONTE DO IMARUIM, SC
3692;AREIAS, SC
3693;LAGOA MANGUABA, AL
3694;COSTA DOS CORAIS, AL
3695;JACINTINHO, AL
3696;ACROPOLE, MG
3697;VAZANTE, MG
3698;DIGITAL CURITIBA LESTE, PR
3699;DIGITAL CURITIBA OESTE, PR
3700;CAJATI, SP
3701;DIGITAL MARANHAO, MA
3702;DIGITAL NORTE SUL DO CEARA, CE
3703;DIGITAL FORTALEZA, CE
3704;MELO VIANA, MG
3705;IMPERADOR GALVEZ, AC
3706;SENADOR GUIOMARD, AC
3707;FEIJO, AC
3708;HUGO SIMAS, PR
3709;PORTO DE SAO SIMAO, GO
3710;BAIRRO BOQUEIRAO, RS
3711;CHARQUEADAS, RS
3712;JARDIM DO SHOPPING, RS
3713;NOIVA DO MAR, RS
3714;NOVA SANTA RITA, RS
3715;PERIMETRAL NORTE, RS
3716;JARDIM NOVO MUNDO, GO
3717;DIGITAL PIAUI, PI
3718;DIGITAL SAO PAULO NORTE, SP
3719;ALTO PARAISO, RO
3720;DIGITAL CAMPINAS, SP
3721;POSSE, GO
3722;CAMPOS BELOS, GO
3723;PARQUE DAS LARANJEIRAS, GO
3724;JARDIM GUANABARA, GO
3725;NOROESTE, GO
3726;JUQUITIBA, SP
3728;LITORAL NORTE, AL
3729;PATIO, AL
3730;DIGITAL BELO HORIZONTE OESTE, MG
3731;DIGITAL IPIRANGA, SP
3732;CONGADAS, GO
3733;AVENIDA INGLATERRA, PR
3734;ENGENHEIRO BELTRAO, PR
3735;BATAGUASSU, MS
3736;SAO GABRIEL D OESTE, MS
3737;DIGITAL BRASILIA NORTE, DF
3738;SERRA GERAL, TO
3739;GUAIRACA, PR
3740;PARQUE ECOLOGICO, PR
3741;CAPIM GROSSO, BA
3742;PRINCESA ISABEL, SP
3743;PM JACINTO MACHADO, SC
3744;MARQUES DE SAO VICENTE, SP
3745;DIGITAL VALE DO PARAIBA, SP
3746;MANGUEIRINHA, PR
3747;CIDADE DAS ROSAS, MG
3748;CARMO DO CAJURU, MG
3749;DIGITAL FLORIANOPOLIS, SC
3750;POLO MOVELEIRO, MG
3751;GUARANESIA, MG
3752;DIGITAL LESTE GAUCHO, RS
3753;MANDAGUACU, PR
3754;MANDACARU, PR
3755;PARANACITY, PR
3756;NOVA BRASILIA, RO                  
3757;DIGITAL PORTO ALEGRE, RS
3758;DIGITAL BAURU, SP
3759;DIGITAL SUL DO ESPIRITO SANTO,ES
3760;DIGITAL NORTE ESPIRITO SANTO, ES
3761;DIGITAL ALAGOAS, AL
3762;RIO GRANDE DA SERRA, SP
3763;DIGITAL NORTE DA BAHIA, BA
3764;RUA PAULA SOUSA, SP
3765;DIGITAL CARIOCA, RJ
3766;DIGITAL RIO DE JANEIRO CAPITAL, RJ
3767;DIGITAL SUL FLUMINENSE, RJ
3768;DIGITAL AMAZONAS, AM
3769;DIGITAL ABC, SP
3770;DIGITAL NORTE DO PARANA, PR
3771;DIGITAL PARAIBA, PB
3772;DIGITAL RECIFE, PE
3773;DIGITAL NORTE FLUMINENSE, RJ
3774;DIGITAL CENTRO OESTE DE MINAS,MG
3775;AVENIDA RANGEL PESTANA, SP
3776;DIGITAL TOCANTINS, TO
3777;LARGO DO TANQUE, BA
3778;NEUDORF, SC
3779;VITORIA PRAIA, ES
3780;ZECA PRUDENTE, SE
3781;DIGITAL RIO GRANDE DO NORTE, RN
3782;DIGITAL NORTE DO PARA, PA
3783;DIGITAL PRESIDENTE PRUDENTE, SP
3784;GUAJARA MIRIM, RO
3785;MAR GRANDE, BA
3786;DIGITAL PAULISTA, SP
3787;CANAL 3, SP
3788;ALAMEDA ARAGUAIA, SP
3789;PORTO SECO PIRAJA, BA
3790;MUNDO PLAZA, BA
3791;SANTO ESTEVAO, BA
3792;JARDIM VITORIA, BA
3793;COSTA DO DESCOBRIMENTO, BA
3794;CORRENTINA, BA
3795;RIO DE ONDAS, BA
3796;BARRA DO RIO GRANDE, BA
3797;RESSACA, MG
3798;LIMA DUARTE, MG
3799;BARRA DA ESTIVA, BA
3800;AVENIDA FRAGA MAIA, BA
3801;FROES DA MOTA, BA
3802;SANTA MONICA, BA
3803;TUCANO, BA
3804;POJUCA, BA
3805;PORTICO DE OURO, BA
3806;AV TANCREDO NEVES, PR
3807;DIGITAL OSASCO, SP
3808;CAJUINA, PI
3809;JARDIM COLONIAL, SP
3810;DR TRAJANO, SP
3811;VILA VIRGINIA, SP
3812;ITAPAJE, CE
3813;TRES MARIAS, MG
3814;SAO CAETANO, MG
3815;CARMOPOLIS DE MINAS, MG
3816;MARTINHO CAMPOS, MG
3817;DIGITAL SOROCABA, SP
3818;DIGITAL RIBEIRAO PRETO, SP
3819;DIGITAL SAO JOSE DO RIO PRETO,SP
3820;DIGITAL METROPOLITANA, RJ
3821;DIGITAL TRIANGULO MINEIRO, MG
3822;9 DE MAIO, BA
3823;MIRASSOL D OESTE, MT
3824;DIGITAL CAMPOS GERAIS, PR
3825;ARMACAO DOS BUZIOS, RJ
3826;SAPEZAL, MT
3827;AGUA BRANCA, PI
3828;TERESINA NORTE, PI
3829;TERESINA LESTE, PI
3830;FATIMA, SC
3831;CONDA, SC
3832;TERRA DO MEL, PI
3833;HERVAL D OESTE, SC
3834;ESPERANTINA, PI
3835;MARCO, CE
3836;ARACAJU NORTE, SE
3837;DIGITAL SUL DE GOIAS, GO
3838;ACOPIARA, CE
3839;CAMPOS SALES, CE
3840;CIDADE SOL, BA
3841;VILA IMPERIAL, BA
3842;SAO MIGUEL DO IGUACU, PR
3843;SALVADOR PRIME, BA
3844;CAPITAO LEONIDAS MARQUES, PR
3845;SERRA GRANDE, CE
3846;ITAMARANDIBA, MG
3847;CAPITAO INDIO BANDEIRA, PR
3848;SAO JOAO DO PIAUI, PI
3849;CATEDRAL MARINGA, PR
3850;SAO LUDGERO, SC
3851;VEST MODA, PR
3852;NOSSA SENHORA DE FATIMA, SP
3853;SAO MIGUEL ARCANJO, SP
3854;APIAI, SP
3855;VILA PRADO, SP
3856;VILA TUPI, SP
3857;AMPERE, PR
3858;FREI GASPAR, SP
3859;SANTA FILOMENA, SP
3860;JARDIM SAO JOAO, SP
3861;PONTE GRANDE, SP
3862;CIDADE DAS AGUAS, MS
3863;JAVAE, TO
3864;JARDIM SABARA, PR
3865;CAARAPO, MS
3866;PIRAQUARA, PR
3867;AGUA BOA, MT
3868;CAPITAL DA AMIZADE, PR
3869;ITAPIRANGA, SC
3870;DIGITAL PIRACICABA, SP
3871;STELLA MARIS, BA
3872;AV HELIO PRATES, DF
3873;DIGITAL SUDESTE DE MINAS, MG
3874;DIGITAL SUL DE MINAS, MG
3875;NEREU RAMOS, SC
3876;HUGO LANGE, PR
3877;KENNEDY, PR
3878;DIGITAL MATO GROSSO, MT
3879;PARIPE, BA
3880;DIGITAL DE NEGOCIOS D
3881;BAIRRO TRES VENDAS, RS
3882;VICENTE DA FONTOURA, RS
3883;PRACA INDEPENDENCIA, RS
3884;DIGITAL DE NEGOCIOS F
3885;VINTE E TRES DE SETEMBRO, SC
3886;IMIGRANTES DE CONCORDIA, SC
3887;VALENCA DO PIAUI, PI
3888;AVENIDA BARROS REIS, BA
3889;DIGITAL DE NEGOCIOS A
3890;DIGITAL DE NEGOCIOS B
3892;DIGITAL DE NEGOCIOS E
3893;CANINDE DE SAO FRANCISCO, SE
3895;DIGITAL ESPECIALIZADA B
3898;LESTE MANAUARA, AM
3902;JAPIIM, AM
3903;CIDADE DA ENERGIA, PA
3905;RAIAR DO SOL, RR
3906;CRUVIANA, RR
3907;RONDON DO PARA, PA
3908;DIGITAL SUL DA BAHIA, BA
3909;DIGITAL SUDOESTE DA BAHIA, BA
3910;DIGITAL SERGIPE, SE
3911;JUSTICA FEDERAL SEDE II, DF
3912;DIGITAL NOROESTE DO PARANA, PR
3913;DIGITAL MATO GROSSO DO SUL, MS
3914;CAMBUI DE CAMPINAS, SP
3915;PINHAIS, PR
3916;TRF 4A REGIAO PORTO ALEGRE, RS
3917;TEUTONIA, RS
3919;JUSTICA FEDERAL CHAPECO, SC
3920;JUSTICA DO TRABALHO BRASILIA, DF
3921;UNIVERSIDADE DE BRASILIA - UNB, DF
3922;JUSTICA FEDERAL UMUARAMA, PR
3923;JUSTICA FEDERAL URUGUAIANA, RS
3924;JUSTICA FEDERAL PALMAS, TO
3925;JUSTICA FEDERAL SANTA MARIA, RS
3926;JUSTICA FEDERAL PASSO FUNDO, RS
3927;PRIMAVERA DO LESTE, MT
3928;JUSTICA FEDERAL SANTO ANGELO, RS
3929;DIGITAL RONDONIA, RO
3930;JUSTICA FEDERAL BAGE, RS
3931;JUSTICA FEDERAL CAXIAS DO SUL, RS
3932;JUSTICA FEDERAL LIVRAMENTO, RS
3933;DIGITAL ACRE, AC
3934;JUSTICA FEDERAL NOVO HAMBURGO, RS
3935;JUSTICA FEDERAL CASCAVEL, PR
3936;DIGITAL OE DE SANTA CATARINA, SC
3937;JUSTICA FEDERAL GUARAPUAVA, PR
3938;DIGITAL VALE DO ITAJAI, SC
3939;TAQUARALTO, TO
3940;IFS, SE
3942;DPF, RS
3944;JUSTICA FEDERAL MARINGA, PR
3945;TRT ITABUNA, BA
3946;JUST TRAB VITORIA DA CONQUISTA, BA
3947;JUST TRABALHO BENTO GONCALVES, RS
3948;PORTO SEGURO, BA
3949;JUSTICA FEDERAL ILHEUS, BA
3950;JUSTICA FEDERAL RIO BRANCO, AC
3953;JUSTICA FEDERAL CAMPO GRANDE, MS
3954;JUSTICA FEDERAL BLUMENAU, SC
3955;JUST TRABALHO CAXIAS DO SUL, RS
3956;DIGITAL BRASILIA SUL, DF
3957;JUST TRABALHO NOVO HAMBURGO, RS
3958;JARACATY, MA
3959;IFMA, MA
3960;JUSTICA FEDERAL SAO LUIS, MA
3961;VIRGILIO GALASSI, MG
3962;IMIGRANTE, RS
3963;JUSTICA FEDERAL TERESINA, PI
3965;JUSTICA FEDERAL BAURU, SP
3966;TATUIBI, SP
3967;JF PRESIDENTE PRUDENTE, SP
3968;JUSTICA FEDERAL SOROCABA, SP
3969;JUSTICA FEDERAL PIRACICABA, SP
3970;JF SAO JOSE DO RIO PRETO, SP
3971;JUSTICA FEDERAL ARACATUBA, SP
3972;JUSTICA FEDERAL MARILIA, SP
3973;JUSTICA DO TRABALHO CANOAS, RS
3974;HOSPITAL N. SRA. OLIVEIRA
3975;QUELUZ, MG
3976;VILA A, PR
3977;USINA, PR
3979;JUSTICA DO TRABALHO TOLEDO, PR
3980;JUST TRABALHO FRANCISCO BELTRAO, PR
3981;JUSTICA DO TRABALHO APUCARANA, PR
3982;JUSTICA DO TRABALHO CASCAVEL, PR
3983;FORUM CASCAVEL, PR
3984;FORUM CURITIBA, PR
3985;PM TEOFILO OTONI, MG               
3987;JUSTICA FEDERAL CAMPINA GRANDE, PB
3988;PREFEITURA MUNICIPAL UBERABA, MG
3989;TRT ITUIUTABA, MG
3990;JUSTICA FEDERAL MANAUS, AM
3991;JUSTICA FEDERAL BOA VISTA, RR
3992;TCE, MG
3993;JUSTICA DO TRABALHO VITORIA, ES
3994;NOSSA SENHORA DAS MERCES, SP
3995;JUSTICA FEDERAL FRANCA, SP
3996;DIGITAL OESTE DA BAHIA, BA
3997;DIGITAL SUL DO PARA, PA
3998;DIGITAL LESTE DE MINAS, MG
3999;TRT UBERLANDIA, MG
4000;DIGITAL RORAIMA, RR
4001;DIGITAL AMAPA, AP
4002;JUST TRABALHO FOZ  DO IGUACU, PR
4003;UTFPR PATO BRANCO, PR
4004;AV DAS AMOREIRAS, SP
4005;JUSTICA DO TRABALHO LONDRINA, PR
4006;CENTRO EXECUTIVO, PR
4007;ARICANDUVA, SP
4008;ARTUR ALVIM, SP
4009;MATEO BEI, SP
4010;INTERLAGOS, SP
4011;SAPOPEMBA, SP
4013;PAC ZONA LESTE
4014;JUSTICA FEDERAL NOVA FRIBURGO, RJ
4015;CNC, RJ
4017;TRT 4A REGIAO PORTO ALEGRE, RS
4018;RETIRO, RJ
4019;TRT VOLTA REDONDA, RJ
4020;ROCINHA, RJ
4021;TRF RIO DE JANEIRO, RJ
4022;PETROBRAS IMBETIBA, RJ
4023;JUST TRABALHO FEIRA DE SANTANA, BA
4024;PREF MUN TERESINA, PI
4025;JUSTICA ESTADUAL DE TERESINA, PI
4026;PIRAPORINHA, SP
4027;JF SAO BERNARDO DO CAMPO, SP
4028;JUSTICA FEDERAL PETROLINA, PE
4029;JUSTICA FEDERAL CRICIUMA, SC
4030;FORUM CLOVIS BEVILAQUA, CE
4031;GUAIANASES, SP
4032;PARQUE SAO LUCAS, SP
4033;TUCURUVI, SP
4034;DIGITAL SUL DE SANTA CATARINA,SC
4035;DIGITAL EXTREMO SUL, RS
4036;DIGITAL NORTE DE MINAS, MG
4037;GIOVANNI BREDA, SP
4038;RUA SCHILLING, SP
4039;PIRAJUSSARA, SP
4040;QUITAUNA, SP
4041;PREF MUNICIPAL BOTUCATU, SP
4042;JUSTICA FEDERAL GUARULHOS, SP
4043;JARDIM OCEANICO, RJ
4044;TRT 1A REGIAO RIO DE JANEIRO, RJ
4045;TRT JOAO MONLEVADE, MG
4046;PREF MUN MONTES CLAROS, MG         
4047;PARQUE NOVO MUNDO, SP
4048;ERMELINO MATARAZZO, SP
4049;PIRITUBA, SP
4050;BELAS ARTES, SP
4051;AYRTON SENNA, SP
4052;DAE BAURU, SP
4053;VILA DIRCE, SP
4054;ADONIRAN BARBOSA, SP
4055;PARAPUA, SP
4056;FORUM TRABALHISTA DE CAMPINAS, SP
4057;TRT CAMPINAS, SP
4058;VILA PIRES, SP
4059;COWAN, MG                          
4060;TRT MACEIO, AL
4061;ELETROBRAS ALAGOAS, AL
4062;HADDOCK LOBO, RJ
4063;FREGUESIA, RJ
4064;TELEPORTO, RJ
4065;PREF MUN PALMAS, TO
4066;JUSTICA DO TRABALHO PASSOS, MG
4067;CANGAIBA, SP
4068;BEIRA RIO, SP
4069;LIMAO, SP
4070;PRACA DA REPUBLICA, SP
4071;CAPAO REDONDO, SP
4072;AV SANTA CATARINA, SP
4073;VIA BRASIL, SP
4074;MANDAQUI, SP
4075;JARDIM DAS OLIVEIRAS, SP
4076;VILA SONIA, SP
4077;BOM RETIRO, SP
4078;NACOES UNIDAS, SP
4079;BOSQUE MAIA, SP
4080;OTAVIO BRAGA, SP
4081;AV INDEPENDENCIA, SP
4082;JARDIM MOSTEIRO, SP
4083;BONFIM, SP
4084;JOAO JORGE, SP
4085;JAGUARE, SP
4086;VILA VALQUEIRE, RJ
4087;RIO OESTE, RJ
4088;HORTOLANDIA, SP
4089;JARDIM OURO VERDE, SP
4090;SOROCABA NORTE, SP
4091;VILA INDUSTRIAL, SP
4092;PARQUE ANCHIETA, SP
4093;PARQUE DAS NACOES, SP
4094;CURUCA, SP
4095;BELFORD ROXO, RJ
4096;BAIRRO CASTELO BRANCO, BA
4097;QUEIMADOS, RJ
4098;JUSTICA DO TRABALHO JACAREZINHO, PR
4099;TRT JOAO PESSOA, PB
4101;JUSTICA FEDERAL ASSIS, SP
4102;JUSTICA FEDERAL SAO CARLOS, SP
4103;MORADA DO SOL, SP
4104;PIRACICAMIRIM, SP
4105;VILA SABRINA, SP
4106;JUSTICA DO TRABALHO TAUBATE, SP
4107;JUSTICA FEDERAL GUARATINGUETA, SP
4109;BOULEVARD FEIRA, BA
4110;SENADOR LEMOS, PA
4111;CABULA, BA
4112;BAIRRO ARMACAO, BA
4113;AV TIRADENTES, SP
4114;OESTE PAULISTA, SP
4115;AV GOIAS, SP
4116;LARGO 13 DE MAIO, SP
4117;FORUM CRIMINAL TRF, RJ
4118;BRIGADEIRO LIMA E SILVA, RJ
4119;CONSELHEIRO PAULINO, RJ
4120;GUARUS, RJ
4121;IMBUI, BA
4122;RUA BRASIL, SP
4123;IRIRIU, SC
4124;PARQUE SAO PAULO, PR
4125;MORUMBI, SP
4126;PERUS, SP
4128;DR ZUQUIM, SP
4129;MARTIM AFONSO, SP
